judul,tanggal,sumber,url,konten
Google News,,kontan.co.id,https://news.google.com/rss/articles/CBMimgFBVV95cUxPbXVNbWdaNmVOOU5jRktFbTV2QTBLLUFPME5IXzRtVE9LNEMxc3ZZd0RlSnBReTlGaVNmYy0zMkNiZXFkYW8yZzdxVHFfQ3lnamo2WnlCSGFCb0lncC1wVlRzZHZRMG5oVVNaYXdaZWl6Rm9RcnF3U3JRdmN1UHJ4QVBMUVlyWHlpNV9CdUpkSGVMMmFlMkVnSmN3?oc=5,
Google News,,CNBC Indonesia,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPcjJNN194c0hlY0dVZ2JSMVgzZUtRZXpQME5NRjNNMkI1NE5pdXVFSmFqRER3Y0N1U2xGYnRRSDBmejcyZ3Bab0RHdFVNSVJNSUFXODlXWWpBZ2gxZW1VU05scmFjRXBZR3ZGWXV4bnhacFdPZUtVOUNLQUZ4UmxhQXV6bjVHMjNydEs0aTJMbExMTzdCemZkdi1KbXV4SUpxTHB1bmplZHN6M3FaeVoyajFKVTBLdVRwSF8w0gHAAUFVX3lxTE0waTl4NGVORGhWNURzV2xSdzlweWpEVGFEXzJ0amZnUkVvRHhOYXBMdXBuNlBSZ29CY1gwMVBFeUt6OFBWNm9fMmNsZnpOUzE5RzA1WTlpb09NRXVQTnZ5ZVN1WVJtTDh3WVJaLXdJUjQyTXZXVXNfS0NsejhhUXNwdUExMnBSdURSanVqbUZlQy1sZWhaeW9BZi03TmkzMDctamFFRkxMVS1WYU53NFhtNHVXMjF5TlNfMm5Lc1V6aQ?oc=5,
Google News,,Kompas.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOdnNGY3JtR3JlRmIwV1hIMGdpX083T3lGSE5nUzQ1WURuZkhCQUZkN3Eyd2ZXQU0zRmJRZzBuYl9ScUdyTEp1cDcxM0Uyazc0LVVFcENQYzhKeGZtN0lzNWs1aWFzaUM0Z3F1LWVaN09ic19iT3MzeERjNUlMeGhEQzA3dnl4TlhaVjMwZzVjRllfZFQxbWJPdlJuSFV5blNPWHBnOEFKWklkUVVpcjhTSWExV3Jqbjg2bzltRmoxQ1dZYUFrT0szaQ?oc=5,
Google News,,MetroTVNews.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNRllQLWUtSGlUX21ULUdtTlpEYUxkMlJ1cEpkVUhBSko0YTZVN2lLQ3ZmNk5lRElWZlhLUHo1a3JTbkFMY0FTZXQwYVd0TFFjQ0c1LUU0bm5UWmo1WGdhSDdPdnFIRngzV1ltdS1CY3lUM0ZSb3hhLVU3VnkwV0JRaW1WSWNBYlYtUkNnOUpzYzhFOVNqNDhzSHpmRHptX3ppYzZWVDRvSFI0a0RUbmxvOW1BcWtOTXZY?oc=5,
Google News,,Liputan6.com,https://news.google.com/rss/articles/CBMimgFBVV95cUxNYVpRUUNCTTlxRm0wek5pWlkteTBFZldkY1RyMGlHMlhqWHgtdjhjR20wMDktT0Z0NWR2dTI5amIyeEVzT3VWNnBSQU84d1Y0SFVyYU94X2kwbFEtYUhGNGdaQVdON3N4cVBsallfUERRdk1JMi1SaThiSC14SDFqU0hCUEY5WEttTmRESGpqZVlmQi1PNUZDdXV3?oc=5,
Google News,,RRI.co.id,https://news.google.com/rss/articles/CBMipwFBVV95cUxNWGVkQ18xbGNNM2FFaExfR3Yzb0FVb1BHVy05M3RId2w3RmRZTG5sR0lEam45V3ZtWVJ2al8wYWtFa0ZiY1RCeGY2SUdrNU95MU0yd2NHeEVOWFRxbVdXcFc4WGhJT1JnbHlOWGMzeldfVnJ3c2NtdWtOci1KX3NISl9oZUcxcE1GSUtUWmktNmQtZUp3WjU0NkY4REp2ODBJem5QVnF3aw?oc=5,
Google News,,TangerangNews.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxPbWRZNk5ocVpEYXBHdlZmWk9yN05IYUhxLTg0NGRHUGsxTlVPTE9QLU80cG5YQjJDQWNWWUNHb29FdkFYYXRFOUZwdmdiTWJGTWJ4VXlGSHhXdU02bEVrZTAtT2hidXpnaF91aWtVdnpLZG1RMWJXX0RLbi1OZE8tTTNobnU4d1UzVldQcTYtME5mclgzQmFFM1VjckRzbjZ6WkNYQzdSUUotcmJqOFF4a0JXaGFGZHBucDhNM2dqUXBIWHhBZnh3WEln?oc=5,
Google News,,bandungraya.net,https://news.google.com/rss/articles/CBMiywFBVV95cUxOakFEWEREZ01aRnlzRUVkRk9BN1FlUW90UG40UERwQ0NSUWRIUlZSUVlrN216UFhmZFJEbnk4bG1XVW5HTXhkU1dxWmI3dHVpSlN3NDFZSzZQWjFnWlMyaFVuZFN2Q0IxSHI0ZFlCcW5EbFU2dnBQN1RYdVdkZ3VPOS1VZUYwQmdFWTdzcmRXN3ppMVI1V3R2M3NoWWdkdHA1M3VTU2xNX3IyM0FlU3d0b0NVWDRqUlc1NFd6RGlOLVlNZHlpQUdHNEVOSQ?oc=5,
Google News,,CNN Indonesia,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQbFhOMUw3U2I0SW5CWVBzQkZNVy1QTGl2RllrcS0xeE5POVRneldBVk9ISUlRQWE2Ui1Za2l4QmFQSW9qbFVIVFppNVVEX2J0S2ZSWVBHcHZLUG05Sm8wbHJ4ckd3M2tfbW5ua2E2T2UxaUhSUTVsQ1N6Y3ptZEV3VDJDbDNQNEFPc25OWVFJQ1BDclRSdnI0NzZNV09zU0pnU0VfdFFHc2J5MUo0X1hlZmVpVUotR1Jr0gG-AUFVX3lxTFByRmVYV1l5SEZrUF9IU0h1VXU3SjhwaGdQUzhHbXlDMTVXTFNZVFBwZ0VOZFNaUDZMNlEwWFpGNmZvMWNuWmUtS3Z4RGZEcGNGU21iVm1DVWlqT2sxV05oaFZURWUydm85cTJjNzdZd2pNMm84cDBBYzd5Nlh6Qkl4QkxIemM1Z1RLTENqeHZQVHVNT1huZVA4WGh3WjdNQlFiWXJpNzdlNy0zd284M3Jlb0pvU2lrTllEUmdyS3c?oc=5,
Google News,,republika.co.id,https://news.google.com/rss/articles/CBMixwFBVV95cUxQX09YbDVjclpEVUFGNjlNeEZfek1YMTFhZ1BkTC1iZ0Yzajg4bmpyQzBLX0t2dFhvcElVaXVTbTFmMEZrWWFhVlAtUTh2YWY5Q2NHa0hObGhXWnB1UnlHLXBBQk5sand1QWg3SXQxY2gxRlJJSXFVUHFuMWd2RDRkVGVsTDIyQlZLai0yUDVGenQwRFRVaWI1NGg3cGZKYUJXU2dqQWZ4blVkQjFnLWZVdERzak9MMG1yNzZhWjk5d2RRNnVaa2pB?oc=5,
Google News,,Tempo.co,https://news.google.com/rss/articles/CBMif0FVX3lxTE5TcWwzOWxKQ3QyUE9LUUNBbTItbnVWUFVUb2J5RzlLNGdIclgwWGpoVTR0V3pidGZ4U08zUUtnSTg4STNmTFBvUEpOUzlDM3JtLWtZNVV6VjlmUU1tbklHcXNXVTNmc1o0TVZaVlpGdzk1MXZ2QWNFQ0lPOWpOQlE?oc=5,
Google News,,JPNN.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQZXFGck82SU0tM2VPaS1jcmZCN0VOZW0tck11TlFEYjdFUnZ6UFhKb0hqOXplX2p4ZFI3X2IxeHZDQVZibGVpUWpSV2ZsUDdhU25HZlBkU2U0ZGpIdDRLWVBmaDlQQXA0a1p6Xy1IVWh4a2o1dGNRZnNxR2VaSU5OV3hPT2tiOERYeXNRbjNUX2RrSl82NjNZWTdEVzZpTWNVUXJFaVhCeUQzTnM?oc=5,
Google News,,Pontianak Post,https://news.google.com/rss/articles/CBMigwJBVV95cUxQYjBlLWhiT29pLWFEY2NIM0JNcVV3dnZRNkZVTDdlR2Y0OXVYaGZVcU4zODIyYmd0R3dkYkp1TUhwd2I5T054bjBRZ2xpUmVzMC1wTE1yclRzV0s0WEhpYWljR29TamItWHBkUElQQ3c2YWNvbE4wazlFazJLdzRVZ2xEUXpMMmM2RDBHV3lPQTN4aGFUT21fNXBEbGVKdlFCYWpGRjYwR0h4SDdndDU0QWVJazNiZEs1UHAwam51X3NGb01DMzE0bFQ4djZXdWFJSlF2ODJ2Mm1Sa2xabW14TFFRRGpNRGlPc0xoTDVoYU8wZ05HV09TZGpYQXJkdXdYVk5v0gGIAkFVX3lxTE83SXBYV18tMENhQzVGTkRMaExUS25ZWjZmUkRrRnR2bTVPcG1LRlEtckRjZTFzdEt1VlNqMkZvV3dNZnFLc1BLcEduUkNXUlZDVmRjNkl6ZkFWWFFMaUl3ZXVFdllhajQySE5YM2hZellBQVVVY2NwY29XSUNkZV9Xd0h2LVBtVG8wMmo1ZXZOVEVFWF96REVveHZ1RGJkeE01REo5Rm4yRFAyeERONm5PQXlEaXRfb3VGQlFsUDVqcFhPWlQyQ1JJa2YxVThuMTdkalJUOXBGZUhWMTJuSlBYRUNkaHQzSUlVV2o2Qm95MmVyYnZOMXBXSEpnYXJDdF9kOHN1M1Z3bw?oc=5,
Google News,,Elshinta,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQWEg1X2xxOWVlNVpvTGJyQ2ZDQmV3d0RaM29vQmlMVmREaVZldjVqOGItQmNfbTF0UFEyN2p6WHBQaWkxYkZTMzRoVHVFTG5LT2xUaUYxSGtXd2gyYnNGSlozTll5ZjhPTzY1eWRYZ005MVNXUmN2dWtXT3E3YXJoanJEZm5WUDJsMnJ5MlNoTWxzWFR2VFJsY0Jja2dvWVBuS0pOZV9seWpFN1NuRzdzX1l2b01pYms2SkRZOE5FOEVqY2JBemhoUUg0ZC1YN3ozQVZHQk9B0gHbAUFVX3lxTFAybDcwMG5FRHVEYUpxbGZJc3I5ZFYzaDNDdnNoYVY5MFprYWh0U3pBNUZnd3F5bUNCQ0dMLUF5bnNuYzMtaFZsQkZWTzFBWGl5RmJnaW96ZlF3NWtoTFRKVnRTSTNzclhUZTIzb1Q4SGY2UHpyZXpOb29VYmdrX3pCOVl3Ykg4SVI1U2RORXJMTjREaXZNaTFweUN4YkVJQjRkdC1EaEpack85SVlkWU1yTjZkd01FTG84TnpGSTJFVVhpdVZvZFRxUWQ1UXVPQ2NHRGJSXzYwVWwzWQ?oc=5,
Google News,,IDN Times NTB,https://news.google.com/rss/articles/CBMitAFBVV95cUxObXJYa0NtZWRubjB0R01YTWFORF9zdVhJOTFZYWI1S2Vzek94ZlAyb0E2UTQyc3VfaENIT0xuWVJ3N0VHcUw0NGlmaWhWREdKbFdoZ0FJakJoZm81QXIzVUVGMFIwVmhpUWJ4dVZNWnZIaVl4VndERnlUeHlocWdXeTExcHVyU1pEV2F4cURYb2psa2NRTE54OXlvSlFydWNGX3JmMWRZbHZRS3BhQ1JKeVA4cFrSAboBQVVfeXFMT21lMFBNZmMtYXMwdDM3LUk2MlhUeHpORmpUTjBUdTNJNTJnazdFRGQ0bmQzNEVfSFBmTm5QbXgzX0Z2ckMzTm4wczdkdkVST1ZQM1IxdmlHSWJBbWpCNXFfZllzTXV5RkZnSXh0VHRDNUt6b0JnREYwLUNIc1pyQk83WHFSbFZ4T0JxLTl5cDZMeXU3LWhPSkhERXlSQUg2OVA0ZDhiMmE4TjhpVl9GeUpHbzk4Q1Z0UVh3?oc=5,
Google News,,investor.id,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOWENYOVRlcTBTbzNHdlNWaGt4VlFJZjRxNHc3a3VnaTduZ1NjUUFPVy1vNEpwdThhQW5IQXFZZEJZY2hQalN0TjNfUloxcnRWZG11bDdiZ0w0WnJYZWNCbTNwYWl0c2hVZlZPNkdnM1Vka1pHaDlmWUk3cGlmdU9FQ1BaeFotbEhUQWxHcWZZZWxaSHNhcm9JN0hpUUdiN3ozVDFRYjRBU2p4eTc5YmQ4djhVNk5OdDdpS05Pc3RFZWlGUzQ?oc=5,
Google News,,suara indonesia,https://news.google.com/rss/articles/CBMiywFBVV95cUxQeC1wSUR3SEp3c0VacGpPSllJbGVtNHRlbHJEQ0NKVjMzU2phSFFGVEtxM0c1UnR2eWxidnhTcFZ3SUxNc1dEVDZ6X1ZVbHZ5UnZFSUwwcFl1ZFJQREl2YVhqUjdaLXdaM0p2SDVRYU5hVmxHTUhYb2FYX3hQM2o0SDR6T211N0ZGeG9wUXZ4Ui1vdlgtWVVkdXF6NVFHTFZCNG1hQm1qbDVKelZJM2Z3azczS1JjLU5JbUFjUF8wUjFaYjJkR0YweFhma9IB0AFBVV95cUxNaDAzX0hWRGQ0ajVQMkpBb0dRQ1V1Nko5WElHNGpTY25aX0FHNzVjUThrb292b185VktHd0dCX2x5bExaSlFtblBZT1NVR29PZGtnU09md2Z6YUNiZzhjT1hUdHpEQzlaY0sxYjc2VC1kbjJHSGh6Q21MZU9WRUNyd2daQndXTU5IZE0yZkZzeHBkdXU3T19pdFQwUmswS3Rab01IUFBXNUpidDlFeGNnODM4Z1FBd1ZHbXo3dDZlN2R3N2RYTnEzTkdaWHhmTHhI?oc=5,
